transaction_id,user_id,amount,merchant,category,time_of_day,device_type,location,is_fraud
4879,1336,15.95,M010,luxury,15,tablet,CA,0
4880,1880,123.16,M015,grocery,10,desktop,US,0
4881,1736,57.18,M005,clothing,7,tablet,CA,0
4882,1863,28.8,M011,jewelry,8,desktop,US,0
4883,1839,116.14,M008,clothing,13,tablet,UK,0
4884,1146,135.74,M008,travel,22,desktop,US,0
4885,1574,19.83,M006,food,21,mobile,US,0
4886,1805,245.86,M015,clothing,14,mobile,CA,0
4887,1322,139.09,M015,travel,18,desktop,US,0
4888,1442,270.87,M005,food,8,desktop,CA,0
4889,1836,38.14,M013,travel,16,desktop,CA,0
4890,1012,280.24,M014,food,8,desktop,UK,0
4891,1942,45.97,M011,grocery,2,mobile,UK,0
4892,1493,5.55,M020,clothing,15,tablet,UK,0
4893,1700,143.96,M012,travel,12,mobile,UK,0
4894,1286,121.57,M020,luxury,16,tablet,CA,0
4895,1719,91.11,M001,grocery,23,mobile,US,0
4896,1113,67.31,M003,jewelry,21,desktop,CA,0
4897,1479,3.27,M008,clothing,3,mobile,UK,0
4898,1021,97.98,M012,electronics,20,mobile,US,0
4899,1348,53.93,M015,electronics,21,desktop,CA,0
4900,1725,82.15,M003,electronics,8,desktop,US,0
4901,1682,56.09,M008,luxury,21,mobile,CA,0
4902,1834,338.3,M019,travel,8,mobile,US,0
4903,1565,92.66,M020,travel,17,tablet,US,0
4904,1905,138.32,M006,food,13,tablet,UK,0
4905,1809,275.43,M018,electronics,19,mobile,UK,0
4906,1319,89.55,M011,jewelry,2,tablet,US,0
4907,1125,1.21,M012,travel,3,desktop,US,0
4908,1276,3.49,M002,luxury,0,mobile,UK,0
4909,1975,121.18,M005,clothing,17,mobile,CA,0
4910,1203,32.72,M004,travel,3,tablet,US,0
4911,1193,86.6,M009,clothing,9,mobile,CA,0
4912,1680,22.6,M013,luxury,3,mobile,UK,0
4913,1663,31.51,M013,travel,20,desktop,US,0
4914,1546,70.25,M015,food,16,mobile,CA,0
4915,1695,371.19,M002,food,7,tablet,UK,0
4916,1285,95.78,M013,food,18,desktop,US,0
4917,1056,275.12,M007,jewelry,8,tablet,CA,0
4918,1733,320.35,M017,travel,15,mobile,US,0
4919,1302,23.33,M008,clothing,23,tablet,CA,0
4920,1162,37.28,M018,luxury,23,tablet,CA,0
4921,1018,146.96,M015,travel,14,desktop,US,0
4922,1369,201.56,M015,luxury,19,mobile,UK,0
4923,1263,73.24,M005,grocery,15,desktop,US,0
4924,1793,499.47,M002,food,20,mobile,UK,0
4925,1112,1.16,M016,electronics,11,desktop,CA,0
4926,1487,35.61,M005,luxury,22,mobile,CA,0
4927,1326,97.59,M006,grocery,17,desktop,CA,0
4928,1541,63.35,M012,luxury,6,mobile,UK,0
4929,1646,12.4,M005,grocery,15,desktop,CA,0
4930,1578,45.85,M020,luxury,18,tablet,US,0
4931,1064,2.58,M008,food,5,desktop,CA,0
4932,1291,102.93,M011,electronics,5,tablet,UK,0
4933,1024,223.25,M014,food,5,desktop,UK,0
4934,1548,216.17,M017,luxury,14,tablet,US,0
4935,1000,120.25,M010,food,1,mobile,US,0
4936,1910,62.69,M002,electronics,8,tablet,UK,0
4937,1548,71.75,M003,grocery,7,mobile,UK,0
4938,1140,14.72,M013,grocery,6,tablet,US,0
4939,1743,41.71,M017,luxury,15,mobile,US,0
4940,1647,20.79,M003,travel,14,tablet,US,0
4941,1900,172.15,M010,electronics,8,desktop,US,0
4942,1187,246.22,M008,grocery,19,mobile,UK,0
4943,1127,76.99,M004,jewelry,14,mobile,CA,0
4944,1200,130.11,M013,food,1,tablet,UK,0
4945,1126,12.95,M007,luxury,19,desktop,US,0
4946,1256,93.79,M007,jewelry,13,mobile,UK,0
4947,1675,121.33,M016,jewelry,10,mobile,US,0
4948,1546,60.29,M005,travel,2,desktop,UK,0
4949,1193,27.88,M017,travel,1,desktop,US,0
4950,1702,209.86,M010,travel,17,desktop,US,0
4951,1103,135.83,M004,jewelry,13,mobile,UK,0
4952,1534,230.12,M014,clothing,23,tablet,US,0
4953,1264,170.6,M005,clothing,4,tablet,CA,0
4954,1801,464.33,M002,jewelry,11,mobile,US,0
4955,1941,21.34,M014,food,13,mobile,US,0
4956,1973,9.07,M018,luxury,5,mobile,US,0
4957,1383,41.1,M011,jewelry,7,mobile,CA,0
4958,1259,13.81,M016,luxury,6,desktop,UK,0
4959,1413,74.05,M018,jewelry,6,mobile,CA,0
4960,1990,100.25,M016,travel,11,mobile,CA,0
4961,1357,86.34,M004,luxury,6,mobile,CA,0
4962,1074,30.01,M001,travel,11,desktop,UK,0
4963,1354,239.5,M014,travel,15,desktop,US,0
4964,1583,2.14,M012,clothing,6,desktop,CA,0
4965,1770,42.77,M010,jewelry,7,mobile,US,0
4966,1909,126.94,M019,food,0,desktop,CA,0
4967,1187,145.64,M004,food,12,mobile,CA,0
4968,1972,53.81,M020,travel,18,mobile,CA,0
4969,1684,1.71,M003,travel,0,tablet,CA,0
4970,1991,96.24,M004,jewelry,23,desktop,CA,0
4971,1289,6.52,M015,food,17,tablet,CA,0
4972,1044,11.41,M011,jewelry,6,tablet,UK,0
4973,1572,105.05,M016,luxury,21,desktop,US,0
4974,1082,37.47,M004,clothing,16,desktop,US,0
4975,1122,42.78,M006,jewelry,14,tablet,UK,0
4976,1357,66.71,M008,travel,21,mobile,CA,0
4977,1527,384.34,M013,grocery,18,tablet,UK,0
4978,1065,336.51,M020,clothing,22,desktop,UK,0
4979,1935,53.83,M004,food,3,mobile,UK,0
4980,1656,30.86,M005,food,16,tablet,US,0
4981,1374,36.04,M010,travel,6,tablet,UK,0
4982,1161,31.3,M005,travel,15,tablet,CA,0
4983,1745,75.98,M012,clothing,16,desktop,UK,1
4984,1379,93.36,M001,travel,19,tablet,US,0
4985,1655,67.1,M010,grocery,14,desktop,US,0
4986,1357,52.42,M005,clothing,8,mobile,CA,0
4987,1187,23.74,M019,travel,20,mobile,UK,0
4988,1321,65.88,M019,luxury,22,tablet,CA,0
4989,1449,41.72,M020,electronics,12,desktop,UK,0
4990,1473,78.0,M012,grocery,6,tablet,CA,0
4991,1012,112.45,M016,clothing,18,mobile,CA,0
4992,1183,100.32,M005,electronics,10,desktop,CA,0
4993,1110,62.08,M017,jewelry,7,mobile,US,0
4994,1926,81.2,M014,grocery,16,mobile,US,0
4995,1507,33.53,M012,jewelry,3,desktop,UK,0
4996,1289,2.45,M013,electronics,3,desktop,US,0
4997,1294,98.09,M014,food,17,desktop,CA,0
4998,1450,29.11,M005,food,21,tablet,US,0
4999,1903,110.55,M005,travel,16,tablet,US,0
5000,1214,137.44,M018,food,2,desktop,UK,0
5001,1973,247.61,M014,jewelry,8,desktop,CA,0
5002,1631,317.3,M018,grocery,5,tablet,US,0
5003,1893,1.06,M020,jewelry,1,desktop,US,0
5004,1566,464.33,M001,jewelry,11,mobile,UK,0
5005,1026,114.89,M007,food,14,desktop,UK,0
5006,1629,103.15,M017,jewelry,8,tablet,CA,0
5007,1732,1.53,M003,electronics,1,desktop,UK,0
5008,1230,197.5,M010,clothing,11,desktop,CA,0
5009,1564,15.72,M007,clothing,15,mobile,CA,0
5010,1806,181.6,M012,clothing,6,desktop,US,0
5011,1320,1.57,M015,travel,0,tablet,US,0
5012,1912,103.84,M016,luxury,20,tablet,US,0
5013,1232,57.06,M008,luxury,6,mobile,US,0
5014,1669,22.41,M006,food,2,mobile,US,0
5015,1436,11.38,M004,luxury,19,tablet,CA,0
5016,1780,58.0,M011,food,4,desktop,US,0
5017,1532,13.16,M017,clothing,2,tablet,US,0
5018,1402,66.64,M002,grocery,14,mobile,US,0
5019,1052,98.14,M006,travel,5,tablet,CA,0
5020,1786,175.67,M004,clothing,14,mobile,UK,0
5021,1312,113.52,M003,jewelry,2,tablet,UK,0
5022,1280,6.74,M007,luxury,23,desktop,US,0
5023,1725,36.73,M007,clothing,22,desktop,UK,0
5024,1030,33.96,M016,luxury,0,mobile,CA,0
5025,1336,246.55,M002,clothing,1,desktop,US,0
5026,1182,202.33,M008,luxury,3,mobile,CA,0
5027,1022,46.23,M015,grocery,20,desktop,CA,0
5028,1543,7.38,M016,food,13,tablet,US,0
5029,1445,224.53,M001,luxury,13,desktop,CA,0
5030,1073,219.1,M010,food,9,tablet,US,0
5031,1009,192.93,M007,jewelry,10,mobile,CA,0
5032,1483,186.49,M016,clothing,3,desktop,UK,0
5033,1455,65.44,M010,electronics,14,desktop,UK,0
5034,1565,19.53,M012,jewelry,19,tablet,UK,0
5035,1563,64.91,M017,luxury,3,mobile,CA,0
5036,1659,68.24,M013,food,19,desktop,US,0
5037,1159,67.32,M012,grocery,19,mobile,UK,0
5038,1881,77.39,M015,luxury,15,mobile,US,0
5039,1013,29.79,M014,food,1,desktop,UK,0
5040,1177,45.61,M019,food,12,tablet,UK,0
5041,1411,56.95,M019,luxury,7,mobile,CA,0
5042,1877,14.06,M014,grocery,12,mobile,UK,0
5043,1052,60.76,M018,clothing,19,desktop,US,0
5044,1407,166.32,M005,clothing,20,mobile,US,0
5045,1846,176.06,M020,luxury,7,desktop,UK,0
5046,1021,53.03,M006,luxury,3,mobile,US,0
5047,1029,73.15,M018,luxury,4,tablet,US,0
5048,1702,3.42,M014,food,20,tablet,US,0
5049,1259,112.22,M004,luxury,5,tablet,US,0
5050,1204,51.85,M001,jewelry,22,tablet,US,0
5051,1058,58.96,M013,electronics,18,desktop,UK,0
5052,1470,206.89,M011,luxury,9,desktop,US,0
5053,1775,61.96,M003,jewelry,2,desktop,US,0
5054,1465,2.14,M017,travel,12,desktop,UK,0
5055,1011,25.81,M018,jewelry,8,desktop,CA,0
5056,1630,64.55,M010,food,16,tablet,US,0
5057,1926,55.23,M016,food,9,mobile,CA,0
5058,1973,196.88,M013,electronics,11,mobile,CA,0
5059,1289,78.12,M020,electronics,12,tablet,UK,0
5060,1849,117.0,M012,electronics,23,tablet,CA,0
5061,1759,63.36,M004,food,9,desktop,CA,0
5062,1353,57.92,M008,food,18,desktop,CA,0
5063,1638,59.11,M012,jewelry,20,mobile,UK,0
5064,1074,52.92,M019,food,18,mobile,US,0
5065,1872,77.35,M015,travel,16,desktop,UK,0
5066,1715,28.83,M016,clothing,4,desktop,UK,0
5067,1560,221.69,M012,clothing,7,tablet,UK,0
5068,1590,40.51,M020,electronics,4,desktop,US,0
5069,1440,15.96,M018,food,14,tablet,CA,0
5070,1990,10.15,M012,travel,3,desktop,US,0
5071,1240,1.35,M016,clothing,12,mobile,CA,0
5072,1860,54.97,M020,jewelry,16,tablet,US,0
5073,1153,20.78,M011,grocery,4,mobile,UK,0
5074,1785,2.19,M020,luxury,0,tablet,UK,0
5075,1095,73.4,M014,jewelry,21,tablet,CA,0
5076,1725,113.94,M002,grocery,14,mobile,UK,0
5077,1293,8.97,M013,travel,9,mobile,UK,0
5078,1208,61.79,M014,jewelry,10,desktop,US,0
5079,1342,136.11,M006,clothing,17,tablet,CA,0
5080,1087,425.5,M012,food,12,desktop,US,0
5081,1817,110.02,M007,grocery,19,tablet,US,0
5082,1775,28.08,M004,food,23,desktop,UK,0
5083,1936,126.07,M007,travel,15,mobile,US,0
5084,1389,91.11,M013,luxury,18,mobile,CA,0
5085,1324,23.8,M011,luxury,22,desktop,UK,0
5086,1939,190.46,M008,food,11,mobile,CA,0
5087,1888,55.76,M019,clothing,22,desktop,CA,0
5088,1831,326.96,M002,travel,13,tablet,CA,0
5089,1156,128.34,M018,luxury,1,tablet,CA,0
5090,1667,103.44,M010,electronics,9,mobile,US,0
5091,1650,130.33,M006,electronics,3,mobile,UK,0
5092,1632,65.03,M004,grocery,0,mobile,US,0
5093,1576,70.37,M019,clothing,23,tablet,UK,0
5094,1618,190.52,M014,food,16,desktop,US,0
5095,1658,114.23,M014,jewelry,10,mobile,UK,0
5096,1136,227.54,M018,jewelry,6,desktop,CA,0
5097,1922,221.48,M017,travel,16,mobile,CA,0
5098,1673,375.03,M018,grocery,16,mobile,US,0
5099,1427,120.47,M018,grocery,8,mobile,US,0
5100,1451,69.78,M005,grocery,9,desktop,CA,0
5101,1611,18.19,M009,clothing,5,desktop,US,0
5102,1849,122.21,M001,jewelry,16,desktop,US,0
5103,1910,34.47,M004,travel,15,tablet,UK,0
5104,1818,33.26,M007,clothing,6,tablet,UK,1
5105,1140,27.22,M011,travel,18,tablet,UK,0
5106,1082,208.04,M014,clothing,3,desktop,US,0
5107,1176,202.47,M010,food,19,tablet,CA,0
5108,1197,99.69,M019,clothing,23,mobile,CA,0
5109,1623,64.05,M008,clothing,16,desktop,CA,0
5110,1567,111.51,M003,food,23,mobile,CA,0
5111,1971,93.45,M008,electronics,8,mobile,UK,0
5112,1690,53.74,M018,food,10,desktop,UK,0
5113,1420,47.74,M005,grocery,22,mobile,US,0
5114,1400,48.26,M020,luxury,0,desktop,CA,0
5115,1697,88.95,M011,electronics,6,tablet,US,0
5116,1470,104.32,M009,luxury,21,desktop,CA,0
5117,1217,60.1,M019,jewelry,4,desktop,CA,0
5118,1924,346.39,M012,luxury,4,mobile,US,0
5119,1928,8.76,M005,travel,0,mobile,UK,0
5120,1827,42.63,M016,clothing,5,mobile,US,0
5121,1986,54.31,M013,electronics,12,mobile,US,0
5122,1728,1.71,M006,jewelry,14,mobile,CA,0
5123,1631,45.41,M016,food,3,mobile,UK,0
5124,1950,31.98,M018,food,16,mobile,US,1
5125,1905,70.53,M017,grocery,23,mobile,UK,0
5126,1174,41.01,M012,luxury,23,mobile,UK,0
5127,1022,129.53,M001,grocery,12,desktop,UK,0
5128,1724,71.32,M007,electronics,10,mobile,UK,0
5129,1916,13.9,M014,luxury,3,mobile,CA,0
5130,1234,138.65,M018,travel,6,desktop,CA,0
5131,1012,10.45,M001,clothing,18,tablet,CA,0
5132,1100,182.67,M020,food,23,tablet,CA,0
5133,1928,267.98,M010,electronics,6,desktop,CA,0
5134,1535,38.93,M015,luxury,13,tablet,US,0
5135,1875,260.56,M011,electronics,20,mobile,UK,0
5136,1522,157.51,M004,travel,15,mobile,CA,0
5137,1784,255.66,M015,luxury,20,mobile,UK,0
5138,1451,109.74,M016,electronics,8,tablet,CA,0
5139,1430,26.87,M015,grocery,21,desktop,CA,0
5140,1792,224.93,M017,travel,21,mobile,US,0
5141,1605,20.37,M011,food,1,desktop,UK,0
5142,1712,23.96,M018,luxury,15,desktop,CA,0
5143,1532,31.62,M016,grocery,4,mobile,CA,0
5144,1851,36.28,M015,grocery,11,desktop,US,0
5145,1978,72.25,M011,travel,19,desktop,UK,0
5146,1722,124.99,M013,travel,14,mobile,UK,0
5147,1651,260.65,M018,electronics,2,desktop,CA,0
5148,1292,9.26,M008,jewelry,8,tablet,US,0
5149,1809,308.72,M009,jewelry,6,mobile,US,0
5150,1912,254.24,M011,jewelry,3,mobile,CA,0
5151,1100,5.55,M017,luxury,8,mobile,UK,0
5152,1501,44.68,M001,luxury,14,mobile,CA,0
5153,1303,167.74,M011,electronics,22,mobile,UK,0
5154,1870,94.57,M007,clothing,20,mobile,US,0
5155,1539,151.0,M008,luxury,6,mobile,CA,0
5156,1552,126.95,M019,food,10,tablet,CA,0
5157,1354,68.67,M004,electronics,18,desktop,CA,0
5158,1302,4.21,M004,electronics,10,tablet,UK,0
5159,1495,87.77,M019,grocery,0,desktop,UK,0
5160,1657,4.98,M009,jewelry,20,mobile,US,0
5161,1767,92.57,M017,travel,12,tablet,UK,0
5162,1973,161.15,M018,electronics,12,mobile,UK,0
5163,1226,87.95,M001,clothing,1,desktop,CA,0
5164,1235,581.64,M014,luxury,16,tablet,US,0
5165,1872,60.86,M004,food,18,tablet,US,0
5166,1891,138.16,M010,clothing,22,desktop,CA,0
5167,1454,110.03,M014,electronics,14,desktop,UK,0
5168,1012,475.97,M007,electronics,18,tablet,UK,0
5169,1209,124.9,M012,grocery,9,tablet,CA,0
5170,1740,17.92,M016,clothing,9,tablet,CA,0
5171,1396,311.27,M005,grocery,8,desktop,UK,0
5172,1099,110.19,M011,travel,18,mobile,US,0
5173,1030,6.12,M004,clothing,10,tablet,CA,0
5174,1897,107.17,M013,jewelry,5,desktop,UK,0
5175,1527,214.66,M008,travel,1,tablet,CA,0
5176,1648,86.05,M007,jewelry,23,desktop,US,0
5177,1328,43.7,M011,clothing,9,tablet,US,0
5178,1165,171.99,M011,grocery,14,desktop,UK,0
5179,1458,152.56,M017,jewelry,4,desktop,US,0
5180,1821,78.57,M014,electronics,17,tablet,CA,0
5181,1951,16.77,M002,luxury,6,desktop,US,0
5182,1981,28.9,M020,food,2,desktop,UK,0
5183,1992,134.13,M008,grocery,20,desktop,CA,0
5184,1099,164.03,M002,travel,15,desktop,US,0
5185,1620,32.75,M015,luxury,16,desktop,US,0
5186,1854,45.88,M005,travel,1,desktop,US,0
5187,1172,8.08,M006,clothing,15,desktop,UK,0
5188,1748,124.99,M017,travel,20,desktop,UK,0
5189,1161,0.36,M008,food,19,tablet,US,0
5190,1904,4.77,M019,food,0,desktop,CA,0
5191,1727,0.44,M005,electronics,13,mobile,US,0
5192,1775,103.65,M019,travel,15,tablet,CA,0
5193,1262,54.02,M014,grocery,22,tablet,CA,0
5194,1803,35.32,M010,food,8,mobile,UK,0
5195,1273,243.84,M013,grocery,16,desktop,US,0
5196,1002,21.42,M005,electronics,7,mobile,UK,0
5197,1027,49.33,M007,clothing,8,mobile,US,0
5198,1325,281.86,M010,food,1,mobile,CA,0
5199,1939,55.71,M011,food,12,tablet,UK,0
5200,1148,80.9,M003,food,0,desktop,UK,0
5201,1539,8.37,M013,travel,21,tablet,UK,0
5202,1487,156.14,M002,grocery,6,desktop,CA,0
5203,1821,54.95,M004,luxury,17,mobile,UK,0
5204,1437,161.2,M003,food,20,tablet,US,0
5205,1064,29.28,M015,grocery,4,desktop,US,0
5206,1355,54.9,M004,travel,6,desktop,CA,0
5207,1532,154.43,M004,jewelry,11,mobile,UK,0
5208,1251,364.5,M015,jewelry,16,tablet,US,0
5209,1234,6.15,M006,grocery,23,tablet,UK,0
5210,1226,167.37,M005,travel,4,tablet,US,0
5211,1524,35.77,M012,jewelry,11,tablet,CA,0
5212,1312,80.02,M007,electronics,18,tablet,US,0
5213,1048,34.26,M003,electronics,12,tablet,US,0
5214,1117,95.05,M007,jewelry,15,tablet,US,0
5215,1053,43.67,M012,clothing,18,mobile,CA,0
5216,1649,40.59,M015,grocery,22,desktop,US,0
5217,1564,3.87,M019,jewelry,9,mobile,CA,0
5218,1043,15.89,M006,grocery,11,desktop,CA,0
5219,1814,248.99,M008,luxury,6,desktop,US,0
5220,1052,636.39,M006,luxury,13,desktop,UK,0
5221,1585,151.65,M003,travel,9,tablet,US,0
5222,1557,33.8,M005,luxury,7,tablet,CA,0
5223,1524,51.49,M009,luxury,14,desktop,UK,0
5224,1676,134.52,M016,jewelry,15,desktop,US,0
5225,1101,345.82,M016,electronics,7,tablet,US,0
5226,1791,60.78,M009,travel,3,tablet,US,0
5227,1769,176.92,M018,luxury,16,desktop,US,0
5228,1981,369.16,M013,clothing,3,desktop,US,0
5229,1848,206.73,M011,grocery,21,mobile,UK,1
5230,1867,25.77,M010,clothing,10,tablet,US,0
5231,1397,0.81,M010,luxury,12,tablet,CA,0
5232,1137,67.74,M006,electronics,5,desktop,CA,0
5233,1674,75.79,M016,luxury,21,mobile,UK,0
5234,1920,22.47,M012,food,13,tablet,CA,0
5235,1386,33.5,M004,food,6,mobile,UK,0
5236,1110,144.88,M005,grocery,11,mobile,CA,0
5237,1613,63.55,M002,travel,0,tablet,UK,0
5238,1016,38.18,M019,electronics,9,desktop,US,0
5239,1779,97.45,M001,luxury,0,mobile,CA,0
5240,1181,105.77,M004,grocery,15,desktop,CA,0
5241,1883,146.71,M012,travel,6,tablet,UK,0
5242,1535,17.04,M002,grocery,19,mobile,UK,0
5243,1540,135.29,M012,grocery,5,desktop,UK,0
5244,1170,91.49,M016,clothing,21,mobile,CA,0
5245,1408,5.93,M002,jewelry,17,mobile,UK,0
5246,1739,150.26,M017,electronics,19,mobile,US,0
5247,1377,48.3,M002,clothing,3,tablet,UK,0
5248,1187,40.1,M004,travel,22,desktop,US,0
5249,1857,59.43,M006,jewelry,15,mobile,US,0
5250,1229,42.49,M007,grocery,0,desktop,UK,0
5251,1832,41.29,M015,food,20,tablet,US,0
5252,1851,165.07,M020,luxury,19,mobile,US,0
5253,1118,13.3,M012,clothing,1,mobile,US,0
5254,1155,352.68,M005,electronics,15,mobile,UK,0
5255,1783,80.95,M014,electronics,20,desktop,UK,0
5256,1686,20.2,M016,jewelry,8,desktop,US,0
5257,1464,14.07,M011,clothing,14,mobile,CA,0
5258,1103,89.53,M012,grocery,23,desktop,US,0
5259,1603,100.24,M019,jewelry,15,desktop,UK,0
5260,1697,5.45,M017,travel,8,mobile,US,0
5261,1971,27.84,M007,electronics,6,mobile,US,0
5262,1794,158.7,M009,travel,9,mobile,UK,0
5263,1501,5.09,M014,clothing,6,tablet,UK,0
5264,1692,193.16,M020,food,12,mobile,CA,0
5265,1681,107.34,M012,travel,1,mobile,US,0
5266,1698,56.99,M015,luxury,11,mobile,US,0
5267,1174,42.53,M012,grocery,12,mobile,US,0
5268,1733,1.94,M013,luxury,2,mobile,CA,0
5269,1744,174.42,M009,electronics,10,mobile,CA,0
5270,1673,15.4,M007,luxury,7,mobile,US,0
5271,1420,37.04,M001,clothing,10,mobile,UK,1
5272,1133,84.19,M010,food,17,tablet,US,0
5273,1390,28.24,M006,electronics,6,desktop,US,0
5274,1991,68.74,M015,food,11,tablet,US,0
5275,1735,165.73,M015,electronics,5,tablet,UK,0
5276,1500,63.59,M009,jewelry,9,mobile,CA,1
5277,1664,297.55,M013,luxury,19,mobile,CA,0
5278,1032,188.06,M001,jewelry,14,mobile,US,0
5279,1054,40.5,M009,jewelry,19,mobile,US,0
5280,1953,51.08,M003,clothing,14,desktop,US,0
5281,1518,55.05,M009,jewelry,18,desktop,UK,0
5282,1755,98.4,M020,clothing,5,tablet,US,0
5283,1824,33.8,M015,grocery,18,desktop,UK,0
5284,1637,348.18,M007,jewelry,14,tablet,US,0
5285,1011,93.82,M004,clothing,19,mobile,US,0
5286,1527,50.98,M020,electronics,19,tablet,US,0
5287,1719,103.57,M017,clothing,17,tablet,CA,0
5288,1554,50.32,M004,travel,1,desktop,US,0
5289,1372,170.26,M019,clothing,6,tablet,US,0
5290,1483,83.9,M005,luxury,4,mobile,US,0
5291,1972,4.29,M016,travel,2,mobile,US,0
5292,1646,19.45,M003,electronics,5,mobile,UK,0
5293,1227,200.24,M011,luxury,5,mobile,UK,0
5294,1622,82.76,M015,clothing,0,desktop,US,0
5295,1306,300.26,M019,luxury,18,tablet,UK,0
5296,1456,7.52,M014,electronics,11,tablet,US,0
5297,1159,34.99,M016,luxury,4,tablet,US,0
5298,1330,21.51,M006,travel,6,tablet,UK,1
5299,1775,80.71,M005,food,19,mobile,UK,0
5300,1224,48.26,M017,jewelry,7,desktop,US,0
5301,1982,17.11,M016,travel,18,tablet,CA,0
5302,1728,102.93,M002,grocery,5,tablet,US,0
5303,1503,76.85,M011,clothing,14,desktop,US,0
5304,1455,32.12,M004,luxury,5,tablet,CA,0
5305,1044,65.35,M006,electronics,8,desktop,UK,0
5306,1213,136.94,M007,jewelry,3,tablet,CA,0
5307,1058,22.98,M017,luxury,15,desktop,US,0
5308,1643,34.66,M008,clothing,22,tablet,UK,0
5309,1615,42.48,M001,jewelry,9,mobile,CA,0
5310,1194,137.33,M015,food,0,tablet,CA,0
5311,1924,187.68,M020,clothing,10,mobile,US,0
5312,1488,47.22,M012,luxury,16,desktop,CA,0
5313,1156,35.19,M015,electronics,17,mobile,US,0
5314,1609,220.23,M015,food,19,tablet,UK,0
5315,1225,736.18,M009,clothing,21,mobile,CA,1
5316,1411,110.97,M016,jewelry,19,mobile,UK,0
5317,1204,460.32,M002,luxury,14,tablet,UK,0
5318,1078,107.87,M015,food,5,desktop,US,0
5319,1123,132.22,M015,electronics,15,mobile,CA,0
5320,1470,49.21,M007,clothing,1,tablet,UK,0
5321,1939,56.73,M013,jewelry,2,mobile,CA,0
5322,1217,15.56,M017,luxury,22,desktop,CA,0
5323,1515,173.02,M011,jewelry,16,desktop,CA,0
5324,1601,267.45,M010,travel,7,desktop,CA,0
5325,1103,97.67,M001,food,19,mobile,UK,0
5326,1392,42.11,M014,luxury,14,tablet,CA,0
5327,1630,16.73,M005,clothing,12,desktop,US,0
5328,1644,30.81,M008,travel,20,tablet,US,0
5329,1823,29.49,M001,jewelry,22,desktop,CA,0
5330,1607,95.07,M007,food,18,mobile,CA,0
5331,1979,290.11,M002,grocery,23,mobile,US,0
5332,1433,4.95,M007,luxury,0,desktop,CA,0
5333,1330,0.1,M007,jewelry,11,tablet,UK,0
5334,1142,91.67,M009,food,17,tablet,CA,0
5335,1799,33.42,M004,grocery,17,desktop,CA,0
5336,1539,212.48,M007,luxury,2,mobile,UK,0
5337,1277,39.64,M020,food,17,tablet,CA,0
5338,1232,34.21,M018,jewelry,16,tablet,UK,0
5339,1528,31.4,M013,grocery,10,mobile,UK,0
5340,1570,15.65,M011,luxury,4,tablet,US,0
5341,1089,87.12,M009,food,21,desktop,US,0
5342,1491,18.42,M014,clothing,6,mobile,CA,0
5343,1198,55.27,M008,grocery,22,desktop,US,0
5344,1361,61.8,M014,food,17,mobile,CA,0
5345,1440,2.07,M017,clothing,6,desktop,CA,0
5346,1025,1.7,M014,grocery,17,desktop,US,0
5347,1024,73.44,M005,food,1,desktop,US,0
5348,1393,119.08,M010,jewelry,5,tablet,CA,0
5349,1506,284.98,M006,grocery,21,tablet,CA,0
5350,1300,19.74,M010,grocery,7,desktop,CA,0
5351,1338,10.9,M011,luxury,20,desktop,UK,0
5352,1266,5.35,M006,clothing,20,mobile,CA,0
5353,1460,57.28,M010,travel,16,tablet,CA,0
5354,1692,97.59,M014,luxury,3,desktop,CA,0
5355,1455,183.6,M020,travel,16,tablet,US,0
5356,1359,114.77,M003,food,15,mobile,US,0
5357,1067,23.36,M007,jewelry,20,desktop,UK,1
5358,1862,61.95,M002,clothing,14,tablet,CA,0
5359,1411,241.18,M007,grocery,14,mobile,CA,0
5360,1970,39.56,M017,travel,7,desktop,CA,0
5361,1490,69.06,M013,clothing,16,tablet,CA,0
5362,1832,318.36,M009,clothing,18,mobile,CA,0
5363,1048,132.69,M013,luxury,0,mobile,CA,0
5364,1686,137.73,M015,clothing,12,tablet,US,0
5365,1563,29.08,M013,grocery,5,desktop,UK,0
5366,1101,53.56,M017,luxury,9,tablet,US,0
5367,1215,8.59,M008,electronics,0,mobile,US,0
5368,1437,93.27,M009,clothing,11,mobile,US,0
5369,1699,10.95,M009,electronics,18,desktop,UK,0
5370,1568,180.73,M008,travel,14,tablet,CA,0
5371,1558,168.5,M016,jewelry,20,desktop,UK,0
5372,1158,76.27,M020,luxury,4,desktop,US,0
5373,1488,15.22,M007,travel,1,mobile,US,0
5374,1685,2.59,M017,luxury,18,tablet,US,0
5375,1241,159.31,M007,jewelry,13,tablet,US,0
5376,1793,91.66,M006,jewelry,8,mobile,CA,0
5377,1752,124.11,M005,luxury,0,mobile,US,0
5378,1881,36.21,M017,travel,12,tablet,US,0
5379,1004,71.23,M008,food,16,desktop,CA,0
5380,1595,137.51,M001,grocery,1,desktop,US,0
5381,1819,62.09,M016,electronics,23,tablet,CA,0
5382,1360,91.98,M017,food,21,desktop,UK,0
5383,1458,155.94,M003,electronics,13,desktop,CA,0
5384,1247,24.24,M013,luxury,19,mobile,US,0
5385,1565,6.82,M008,grocery,22,desktop,CA,0
5386,1672,75.89,M016,luxury,5,mobile,US,0
5387,1945,6.41,M007,clothing,5,desktop,US,0
5388,1421,145.48,M015,luxury,17,tablet,UK,0
5389,1922,127.02,M002,travel,18,mobile,US,0
